UF,feriados,feriado,nota,data,cidade_uf,lat,lon
PR,31/05/2025 - Feriado Municipal,Feriado Municipal,,2025-05-31,Presidente Castelo Branco - PR,-23.8374897,-52.3066665
PR,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Presidente Castelo Branco - PR,-23.8374897,-52.3066665
PR,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Presidente Castelo Branco - PR,-23.8374897,-52.3066665
PR,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Presidente Castelo Branco - PR,-23.8374897,-52.3066665
PR,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Presidente Castelo Branco - PR,-23.8374897,-52.3066665
PR,25/12/2025 - Natal,Natal,,2025-12-25,Porecatu - PR,-22.7531137,-51.3771765
PR,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Porecatu - PR,-22.7531137,-51.3771765
PR,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Porecatu - PR,-22.7531137,-51.3771765
PR,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Porecatu - PR,-22.7531137,-51.3771765
PR,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Porecatu - PR,-22.7531137,-51.3771765
PR,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Porecatu - PR,-22.7531137,-51.3771765
PR,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Porecatu - PR,-22.7531137,-51.3771765
PR,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Porecatu - PR,-22.7531137,-51.3771765
PR,02/01/2025 - Feriado Municipal,Feriado Municipal,,2025-01-02,Porecatu - PR,-22.7531137,-51.3771765
PR,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Porecatu - PR,-22.7531137,-51.3771765
PR,25/12/2025 - Natal,Natal,,2025-12-25,Porto Amazonas - PR,-25.5494226,-49.8973805
PR,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Porto Amazonas - PR,-25.5494226,-49.8973805
PR,09/11/2025 - Feriado Municipal,Feriado Municipal,,2025-11-09,Porto Amazonas - PR,-25.5494226,-49.8973805
PR,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Porto Amazonas - PR,-25.5494226,-49.8973805
PR,01/11/2025 - Feriado Municipal,Feriado Municipal,,2025-11-01,Porto Amazonas - PR,-25.5494226,-49.8973805
PR,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Porto Amazonas - PR,-25.5494226,-49.8973805
PR,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Porto Amazonas - PR,-25.5494226,-49.8973805
PR,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Porto Amazonas - PR,-25.5494226,-49.8973805
PR,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Porto Amazonas - PR,-25.5494226,-49.8973805
PR,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Porto Amazonas - PR,-25.5494226,-49.8973805
PR,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Porto Amazonas - PR,-25.5494226,-49.8973805
PR,25/12/2025 - Natal,Natal,,2025-12-25,Porto Barreiro - PR,-25.5466703,-52.409026
PR,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Porto Barreiro - PR,-25.5466703,-52.409026
PR,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Porto Barreiro - PR,-25.5466703,-52.409026
PR,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Porto Barreiro - PR,-25.5466703,-52.409026
PR,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Porto Barreiro - PR,-25.5466703,-52.409026
PR,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Porto Barreiro - PR,-25.5466703,-52.409026
PR,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Porto Barreiro - PR,-25.5466703,-52.409026
PR,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Porto Barreiro - PR,-25.5466703,-52.409026
PR,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Porto Barreiro - PR,-25.5466703,-52.409026
PR,25/12/2025 - Natal,Natal,,2025-12-25,Porto Rico - PR,-22.774742,-53.267731
PR,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Porto Rico - PR,-22.774742,-53.267731
PR,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Porto Rico - PR,-22.774742,-53.267731
PR,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Porto Rico - PR,-22.774742,-53.267731
PR,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Porto Rico - PR,-22.774742,-53.267731
PR,08/06/2025 - Feriado Municipal,Feriado Municipal,,2025-06-08,Porto Rico - PR,-22.774742,-53.267731
PR,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Porto Rico - PR,-22.774742,-53.267731
PR,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Porto Rico - PR,-22.774742,-53.267731
PR,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Porto Rico - PR,-22.774742,-53.267731
PR,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Porto Rico - PR,-22.774742,-53.267731
PR,25/12/2025 - Natal,Natal,,2025-12-25,Prado Ferreira - PR,-23.0394424,-51.4421787
PR,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Prado Ferreira - PR,-23.0394424,-51.4421787
PR,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Prado Ferreira - PR,-23.0394424,-51.4421787
PR,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Prado Ferreira - PR,-23.0394424,-51.4421787
PR,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Prado Ferreira - PR,-23.0394424,-51.4421787
PR,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Prado Ferreira - PR,-23.0394424,-51.4421787
PR,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Prado Ferreira - PR,-23.0394424,-51.4421787
PR,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Prado Ferreira - PR,-23.0394424,-51.4421787
PR,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Prado Ferreira - PR,-23.0394424,-51.4421787
PR,25/12/2025 - Natal,Natal,,2025-12-25,Pranchita - PR,-26.0209403,-53.7396825
PR,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Pranchita - PR,-26.0209403,-53.7396825
PR,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Pranchita - PR,-26.0209403,-53.7396825
PR,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Pranchita - PR,-26.0209403,-53.7396825
PR,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Pranchita - PR,-26.0209403,-53.7396825
PR,11/05/2025 - Feriado Municipal,Feriado Municipal,,2025-05-11,Pranchita - PR,-26.0209403,-53.7396825
PR,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Pranchita - PR,-26.0209403,-53.7396825
PR,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Pranchita - PR,-26.0209403,-53.7396825
PR,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Pranchita - PR,-26.0209403,-53.7396825
PR,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Pranchita - PR,-26.0209403,-53.7396825
PR,25/12/2025 - Natal,Natal,,2025-12-25,Primeiro de Maio - PR,-25.441713,-54.402456
PR,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Primeiro de Maio - PR,-25.441713,-54.402456
PR,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Primeiro de Maio - PR,-25.441713,-54.402456
PR,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Primeiro de Maio - PR,-25.441713,-54.402456
PR,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Primeiro de Maio - PR,-25.441713,-54.402456
PR,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Primeiro de Maio - PR,-25.441713,-54.402456
PR,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Primeiro de Maio - PR,-25.441713,-54.402456
PR,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Primeiro de Maio - PR,-25.441713,-54.402456
PR,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Primeiro de Maio - PR,-25.441713,-54.402456
PR,25/12/2025 - Natal,Natal,,2025-12-25,Quinta do Sol - PR,-23.8494169,-52.1334452
PR,14/12/2025 - Feriado Municipal,Feriado Municipal,,2025-12-14,Quinta do Sol - PR,-23.8494169,-52.1334452
PR,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Quinta do Sol - PR,-23.8494169,-52.1334452
PR,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Quinta do Sol - PR,-23.8494169,-52.1334452
PR,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Quinta do Sol - PR,-23.8494169,-52.1334452
PR,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Quinta do Sol - PR,-23.8494169,-52.1334452
PR,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Quinta do Sol - PR,-23.8494169,-52.1334452
PR,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Quinta do Sol - PR,-23.8494169,-52.1334452
PR,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Quinta do Sol - PR,-23.8494169,-52.1334452
PR,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Quinta do Sol - PR,-23.8494169,-52.1334452
PR,25/12/2025 - Natal,Natal,,2025-12-25,Quatro Barras - PR,-25.3798669,-49.0591121
PR,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Quatro Barras - PR,-25.3798669,-49.0591121
PR,09/11/2025 - Aniversário da Cidade,Aniversário da Cidade,,2025-11-09,Quatro Barras - PR,-25.3798669,-49.0591121
PR,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Quatro Barras - PR,-25.3798669,-49.0591121
PR,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Quatro Barras - PR,-25.3798669,-49.0591121
PR,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Quatro Barras - PR,-25.3798669,-49.0591121
PR,19/06/2025 - Corpus Christi,Corpus Christi,,2025-06-19,Quatro Barras - PR,-25.3798669,-49.0591121
PR,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Quatro Barras - PR,-25.3798669,-49.0591121
PR,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Quatro Barras - PR,-25.3798669,-49.0591121
PR,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Quatro Barras - PR,-25.3798669,-49.0591121
PR,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Quatro Barras - PR,-25.3798669,-49.0591121
PR,20/01/2025 - São Sebastião,São Sebastião,,2025-01-20,Quatro Barras - PR,-25.3798669,-49.0591121
PR,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Quatro Barras - PR,-25.3798669,-49.0591121
PR,25/12/2025 - Natal,Natal,,2025-12-25,Quatro Pontes - PR,-24.5741062,-53.9780237
PR,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Quatro Pontes - PR,-24.5741062,-53.9780237
PR,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Quatro Pontes - PR,-24.5741062,-53.9780237
PR,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Quatro Pontes - PR,-24.5741062,-53.9780237
PR,13/09/2025 - Feriado Municipal,Feriado Municipal,,2025-09-13,Quatro Pontes - PR,-24.5741062,-53.9780237
PR,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Quatro Pontes - PR,-24.5741062,-53.9780237
PR,15/08/2025 - Feriado Municipal,Feriado Municipal,,2025-08-15,Quatro Pontes - PR,-24.5741062,-53.9780237
PR,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Quatro Pontes - PR,-24.5741062,-53.9780237
PR,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Quatro Pontes - PR,-24.5741062,-53.9780237
PR,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Quatro Pontes - PR,-24.5741062,-53.9780237
PR,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Quatro Pontes - PR,-24.5741062,-53.9780237
PR,25/12/2025 - Natal,Natal,,2025-12-25,Catanduvas - PR,-25.2043528,-53.154826
PR,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Catanduvas - PR,-25.2043528,-53.154826
PR,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Catanduvas - PR,-25.2043528,-53.154826
PR,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Catanduvas - PR,-25.2043528,-53.154826
PR,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Catanduvas - PR,-25.2043528,-53.154826
PR,25/07/2025 - Feriado Municipal,Feriado Municipal,,2025-07-25,Catanduvas - PR,-25.2043528,-53.154826
PR,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Catanduvas - PR,-25.2043528,-53.154826
PR,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Catanduvas - PR,-25.2043528,-53.154826
PR,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Catanduvas - PR,-25.2043528,-53.154826
PR,20/01/2025 - Feriado Municipal,Feriado Municipal,,2025-01-20,Catanduvas - PR,-25.2043528,-53.154826
PR,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Catanduvas - PR,-25.2043528,-53.154826
PR,25/12/2025 - Natal,Natal,,2025-12-25,Cascavel - PR,-24.9554996,-53.4560544
PR,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Cascavel - PR,-24.9554996,-53.4560544
PR,14/11/2025 - Aniversário,Aniversário,,2025-11-14,Cascavel - PR,-24.9554996,-53.4560544
PR,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Cascavel - PR,-24.9554996,-53.4560544
PR,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Cascavel - PR,-24.9554996,-53.4560544
PR,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Cascavel - PR,-24.9554996,-53.4560544
PR,19/06/2025 - Corpus Christi,Corpus Christi,,2025-06-19,Cascavel - PR,-24.9554996,-53.4560544
PR,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Cascavel - PR,-24.9554996,-53.4560544
PR,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Cascavel - PR,-24.9554996,-53.4560544
PR,18/04/2025 - Paixão de Cristo,Paixão de Cristo,,2025-04-18,Cascavel - PR,-24.9554996,-53.4560544
PR,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Cascavel - PR,-24.9554996,-53.4560544
PR,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Cascavel - PR,-24.9554996,-53.4560544
PR,25/12/2025 - Natal,Natal,,2025-12-25,Arapongas - PR,-23.4060078,-51.4569965
PR,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Arapongas - PR,-23.4060078,-51.4569965
PR,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Arapongas - PR,-23.4060078,-51.4569965
PR,12/10/2025 - Padroeira do Município ,Padroeira do Município ,,2025-10-12,Arapongas - PR,-23.4060078,-51.4569965
PR,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Arapongas - PR,-23.4060078,-51.4569965
PR,10/10/2025 - Aniversário do Município,Aniversário do Município,,2025-10-10,Arapongas - PR,-23.4060078,-51.4569965
PR,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Arapongas - PR,-23.4060078,-51.4569965
PR,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Arapongas - PR,-23.4060078,-51.4569965
PR,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Arapongas - PR,-23.4060078,-51.4569965
PR,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Arapongas - PR,-23.4060078,-51.4569965
PR,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Arapongas - PR,-23.4060078,-51.4569965
PR,25/12/2025 - Natal,Natal,,2025-12-25,Arapoti - PR,-24.1338141,-49.8308005
PR,18/12/2025 - Feriado Municipal,Feriado Municipal,,2025-12-18,Arapoti - PR,-24.1338141,-49.8308005
PR,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Arapoti - PR,-24.1338141,-49.8308005
PR,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Arapoti - PR,-24.1338141,-49.8308005
PR,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Arapoti - PR,-24.1338141,-49.8308005
PR,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Arapoti - PR,-24.1338141,-49.8308005
PR,24/06/2025 - Feriado Municipal,Feriado Municipal,,2025-06-24,Arapoti - PR,-24.1338141,-49.8308005
PR,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Arapoti - PR,-24.1338141,-49.8308005
PR,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Arapoti - PR,-24.1338141,-49.8308005
PR,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Arapoti - PR,-24.1338141,-49.8308005
PR,25/03/2025 - Feriado Municipal,Feriado Municipal,,2025-03-25,Arapoti - PR,-24.1338141,-49.8308005
PR,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Arapoti - PR,-24.1338141,-49.8308005
PR,25/12/2025 - Natal,Natal,,2025-12-25,Araruna - PR,-23.9279184,-52.4760677
PR,29/11/2025 - Feriado Municipal,Feriado Municipal,,2025-11-29,Araruna - PR,-23.9279184,-52.4760677
PR,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Araruna - PR,-23.9279184,-52.4760677
PR,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Araruna - PR,-23.9279184,-52.4760677
PR,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Araruna - PR,-23.9279184,-52.4760677
PR,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Araruna - PR,-23.9279184,-52.4760677
PR,13/06/2025 - Dia de Santo Antônio,Dia de Santo Antônio,,2025-06-13,Araruna - PR,-23.9279184,-52.4760677
PR,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Araruna - PR,-23.9279184,-52.4760677
PR,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Araruna - PR,-23.9279184,-52.4760677
PR,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Araruna - PR,-23.9279184,-52.4760677
PR,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Araruna - PR,-23.9279184,-52.4760677
PR,25/12/2025 - Natal,Natal,,2025-12-25,Assis Chateaubriand - PR,-24.4099816,-53.5280747
PR,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Assis Chateaubriand - PR,-24.4099816,-53.5280747
PR,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Assis Chateaubriand - PR,-24.4099816,-53.5280747
PR,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Assis Chateaubriand - PR,-24.4099816,-53.5280747
PR,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Assis Chateaubriand - PR,-24.4099816,-53.5280747
PR,20/08/2025 - Feriado Municipal,Feriado Municipal,,2025-08-20,Assis Chateaubriand - PR,-24.4099816,-53.5280747
PR,16/07/2025 - Feriado Municipal,Feriado Municipal,,2025-07-16,Assis Chateaubriand - PR,-24.4099816,-53.5280747
PR,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Assis Chateaubriand - PR,-24.4099816,-53.5280747
