UF,feriados,feriado,nota,data,cidade_uf,lat,lon
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Arroio do Sal - RS,-29.5382893,-49.9068848
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Arroio do Sal - RS,-29.5382893,-49.9068848
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Arroio do Sal - RS,-29.5382893,-49.9068848
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Arroio do Sal - RS,-29.5382893,-49.9068848
RS,25/04/2025 - Feriado Municipal,Feriado Municipal,,2025-04-25,Arroio do Sal - RS,-29.5382893,-49.9068848
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Arroio do Sal - RS,-29.5382893,-49.9068848
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Arroio do Sal - RS,-29.5382893,-49.9068848
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Arroio do Sal - RS,-29.5382893,-49.9068848
RS,25/12/2025 - Natal,Natal,,2025-12-25,Arroio do Tigre - RS,-29.334158,-53.0888935
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Arroio do Tigre - RS,-29.334158,-53.0888935
RS,06/11/2025 - Feriado Municipal,Feriado Municipal,,2025-11-06,Arroio do Tigre - RS,-29.334158,-53.0888935
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Arroio do Tigre - RS,-29.334158,-53.0888935
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Arroio do Tigre - RS,-29.334158,-53.0888935
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Arroio do Tigre - RS,-29.334158,-53.0888935
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Arroio do Tigre - RS,-29.334158,-53.0888935
RS,25/07/2025 - Feriado Municipal,Feriado Municipal,,2025-07-25,Arroio do Tigre - RS,-29.334158,-53.0888935
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Arroio do Tigre - RS,-29.334158,-53.0888935
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Arroio do Tigre - RS,-29.334158,-53.0888935
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Arroio do Tigre - RS,-29.334158,-53.0888935
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Arroio do Tigre - RS,-29.334158,-53.0888935
RS,28/12/2025 - Aniversário da Cidade,Aniversário da Cidade,,2025-12-28,Arroio dos Ratos - RS,-30.0942688,-51.7244911
RS,25/12/2025 - Natal,Natal,,2025-12-25,Arroio dos Ratos - RS,-30.0942688,-51.7244911
RS,04/12/2025 - Dia de Santa Bárbara,Dia de Santa Bárbara,,2025-12-04,Arroio dos Ratos - RS,-30.0942688,-51.7244911
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Arroio dos Ratos - RS,-30.0942688,-51.7244911
RS,02/11/2025 - Finados,Finados,,2025-11-02,Arroio dos Ratos - RS,-30.0942688,-51.7244911
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Arroio dos Ratos - RS,-30.0942688,-51.7244911
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Arroio dos Ratos - RS,-30.0942688,-51.7244911
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Arroio dos Ratos - RS,-30.0942688,-51.7244911
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Arroio dos Ratos - RS,-30.0942688,-51.7244911
RS,19/06/2025 - Corpus Christi,Corpus Christi,,2025-06-19,Arroio dos Ratos - RS,-30.0942688,-51.7244911
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Arroio dos Ratos - RS,-30.0942688,-51.7244911
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Arroio dos Ratos - RS,-30.0942688,-51.7244911
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Arroio dos Ratos - RS,-30.0942688,-51.7244911
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Arroio dos Ratos - RS,-30.0942688,-51.7244911
RS,25/12/2025 - Natal,Natal,,2025-12-25,Arroio Grande - RS,-29.6788432,-53.6900505
RS,08/12/2025 - Feriado Municipal,Feriado Municipal,,2025-12-08,Arroio Grande - RS,-29.6788432,-53.6900505
RS,20/11/2025 - Dia da Consciência Negra,Dia da Consciência Negra,,2025-11-20,Arroio Grande - RS,-29.6788432,-53.6900505
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Arroio Grande - RS,-29.6788432,-53.6900505
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Arroio Grande - RS,-29.6788432,-53.6900505
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Arroio Grande - RS,-29.6788432,-53.6900505
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Arroio Grande - RS,-29.6788432,-53.6900505
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Arroio Grande - RS,-29.6788432,-53.6900505
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Arroio Grande - RS,-29.6788432,-53.6900505
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Arroio Grande - RS,-29.6788432,-53.6900505
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Arroio Grande - RS,-29.6788432,-53.6900505
RS,24/03/2025 - Feriado Municipal,Feriado Municipal,,2025-03-24,Arroio Grande - RS,-29.6788432,-53.6900505
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Arroio Grande - RS,-29.6788432,-53.6900505
RS,25/12/2025 - Natal,Natal,,2025-12-25,Arvorezinha - RS,-28.8616841,-52.1823181
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Arvorezinha - RS,-28.8616841,-52.1823181
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Arvorezinha - RS,-28.8616841,-52.1823181
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Arvorezinha - RS,-28.8616841,-52.1823181
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Arvorezinha - RS,-28.8616841,-52.1823181
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Arvorezinha - RS,-28.8616841,-52.1823181
RS,24/06/2025 - Feriado Municipal,Feriado Municipal,,2025-06-24,Arvorezinha - RS,-28.8616841,-52.1823181
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Arvorezinha - RS,-28.8616841,-52.1823181
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Arvorezinha - RS,-28.8616841,-52.1823181
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Arvorezinha - RS,-28.8616841,-52.1823181
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Arvorezinha - RS,-28.8616841,-52.1823181
RS,25/12/2025 - Natal,Natal,,2025-12-25,Augusto Pestana - RS,-28.5176896,-53.9938747
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Augusto Pestana - RS,-28.5176896,-53.9938747
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Augusto Pestana - RS,-28.5176896,-53.9938747
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Augusto Pestana - RS,-28.5176896,-53.9938747
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Augusto Pestana - RS,-28.5176896,-53.9938747
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Augusto Pestana - RS,-28.5176896,-53.9938747
RS,14/05/2025 - Feriado Municipal,Feriado Municipal,,2025-05-14,Augusto Pestana - RS,-28.5176896,-53.9938747
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Augusto Pestana - RS,-28.5176896,-53.9938747
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Augusto Pestana - RS,-28.5176896,-53.9938747
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Augusto Pestana - RS,-28.5176896,-53.9938747
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Augusto Pestana - RS,-28.5176896,-53.9938747
RS,25/12/2025 - Natal,Natal,,2025-12-25,Camargo - RS,-28.5873573,-52.2125359
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Camargo - RS,-28.5873573,-52.2125359
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Camargo - RS,-28.5873573,-52.2125359
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Camargo - RS,-28.5873573,-52.2125359
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Camargo - RS,-28.5873573,-52.2125359
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Camargo - RS,-28.5873573,-52.2125359
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Camargo - RS,-28.5873573,-52.2125359
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Camargo - RS,-28.5873573,-52.2125359
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Camargo - RS,-28.5873573,-52.2125359
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Camargo - RS,-28.5873573,-52.2125359
RS,25/12/2025 - Natal,Natal,,2025-12-25,Ipiranga do Sul - RS,-30.0558141,-51.2323209
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Ipiranga do Sul - RS,-30.0558141,-51.2323209
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Ipiranga do Sul - RS,-30.0558141,-51.2323209
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Ipiranga do Sul - RS,-30.0558141,-51.2323209
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Ipiranga do Sul - RS,-30.0558141,-51.2323209
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Ipiranga do Sul - RS,-30.0558141,-51.2323209
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Ipiranga do Sul - RS,-30.0558141,-51.2323209
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Ipiranga do Sul - RS,-30.0558141,-51.2323209
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Ipiranga do Sul - RS,-30.0558141,-51.2323209
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Ipiranga do Sul - RS,-30.0558141,-51.2323209
RS,25/12/2025 - Natal,Natal,,2025-12-25,Imigrante - RS,-29.3622357,-51.7932081
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Imigrante - RS,-29.3622357,-51.7932081
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Imigrante - RS,-29.3622357,-51.7932081
RS,31/10/2025 - Feriado Municipal,Feriado Municipal,,2025-10-31,Imigrante - RS,-29.3622357,-51.7932081
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Imigrante - RS,-29.3622357,-51.7932081
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Imigrante - RS,-29.3622357,-51.7932081
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Imigrante - RS,-29.3622357,-51.7932081
RS,09/05/2025 - Feriado Municipal,Feriado Municipal,,2025-05-09,Imigrante - RS,-29.3622357,-51.7932081
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Imigrante - RS,-29.3622357,-51.7932081
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Imigrante - RS,-29.3622357,-51.7932081
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Imigrante - RS,-29.3622357,-51.7932081
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Imigrante - RS,-29.3622357,-51.7932081
RS,25/12/2025 - Natal,Natal,,2025-12-25,Itaara - RS,-29.6230176,-53.8036159
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Itaara - RS,-29.6230176,-53.8036159
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Itaara - RS,-29.6230176,-53.8036159
RS,22/10/2025 - Aniversário da Cidade,Aniversário da Cidade,,2025-10-22,Itaara - RS,-29.6230176,-53.8036159
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Itaara - RS,-29.6230176,-53.8036159
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Itaara - RS,-29.6230176,-53.8036159
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Itaara - RS,-29.6230176,-53.8036159
RS,19/06/2025 - Corpus Christi,Corpus Christi,,2025-06-19,Itaara - RS,-29.6230176,-53.8036159
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Itaara - RS,-29.6230176,-53.8036159
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Itaara - RS,-29.6230176,-53.8036159
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Itaara - RS,-29.6230176,-53.8036159
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Itaara - RS,-29.6230176,-53.8036159
RS,19/03/2025 - Dia de São José,Dia de São José,,2025-03-19,Itaara - RS,-29.6230176,-53.8036159
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Itaara - RS,-29.6230176,-53.8036159
RS,25/12/2025 - Natal,Natal,,2025-12-25,Igrejinha - RS,-29.5745593,-50.7820372
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Igrejinha - RS,-29.5745593,-50.7820372
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Igrejinha - RS,-29.5745593,-50.7820372
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Igrejinha - RS,-29.5745593,-50.7820372
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Igrejinha - RS,-29.5745593,-50.7820372
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Igrejinha - RS,-29.5745593,-50.7820372
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Igrejinha - RS,-29.5745593,-50.7820372
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Igrejinha - RS,-29.5745593,-50.7820372
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Igrejinha - RS,-29.5745593,-50.7820372
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Igrejinha - RS,-29.5745593,-50.7820372
RS,25/12/2025 - Natal,Natal,,2025-12-25,Ibiraiaras - RS,-28.3721324,-51.638064
RS,08/12/2025 - Feriado Municipal,Feriado Municipal,,2025-12-08,Ibiraiaras - RS,-28.3721324,-51.638064
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Ibiraiaras - RS,-28.3721324,-51.638064
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Ibiraiaras - RS,-28.3721324,-51.638064
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Ibiraiaras - RS,-28.3721324,-51.638064
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Ibiraiaras - RS,-28.3721324,-51.638064
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Ibiraiaras - RS,-28.3721324,-51.638064
RS,29/05/2025 - Aniversário do município,Aniversário do município,,2025-05-29,Ibiraiaras - RS,-28.3721324,-51.638064
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Ibiraiaras - RS,-28.3721324,-51.638064
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Ibiraiaras - RS,-28.3721324,-51.638064
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Ibiraiaras - RS,-28.3721324,-51.638064
RS,19/03/2025 - São José,São José,,2025-03-19,Ibiraiaras - RS,-28.3721324,-51.638064
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Ibiraiaras - RS,-28.3721324,-51.638064
RS,25/12/2025 - Natal,Natal,,2025-12-25,Ibarama - RS,-29.4203176,-53.1313179
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Ibarama - RS,-29.4203176,-53.1313179
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Ibarama - RS,-29.4203176,-53.1313179
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Ibarama - RS,-29.4203176,-53.1313179
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Ibarama - RS,-29.4203176,-53.1313179
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Ibarama - RS,-29.4203176,-53.1313179
RS,25/07/2025 - Feriado Municipal,Feriado Municipal,,2025-07-25,Ibarama - RS,-29.4203176,-53.1313179
RS,29/06/2025 - Feriado Municipal,Feriado Municipal,,2025-06-29,Ibarama - RS,-29.4203176,-53.1313179
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Ibarama - RS,-29.4203176,-53.1313179
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Ibarama - RS,-29.4203176,-53.1313179
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Ibarama - RS,-29.4203176,-53.1313179
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Ibarama - RS,-29.4203176,-53.1313179
RS,25/12/2025 - Natal,Natal,,2025-12-25,Itacurubi - RS,-28.7962478,-55.2360598
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Itacurubi - RS,-28.7962478,-55.2360598
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Itacurubi - RS,-28.7962478,-55.2360598
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Itacurubi - RS,-28.7962478,-55.2360598
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Itacurubi - RS,-28.7962478,-55.2360598
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Itacurubi - RS,-28.7962478,-55.2360598
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Itacurubi - RS,-28.7962478,-55.2360598
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Itacurubi - RS,-28.7962478,-55.2360598
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Itacurubi - RS,-28.7962478,-55.2360598
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Itacurubi - RS,-28.7962478,-55.2360598
RS,25/12/2025 - Natal,Natal,,2025-12-25,Jacutinga - RS,-27.729135,-52.53724
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Jacutinga - RS,-27.729135,-52.53724
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Jacutinga - RS,-27.729135,-52.53724
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Jacutinga - RS,-27.729135,-52.53724
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Jacutinga - RS,-27.729135,-52.53724
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Jacutinga - RS,-27.729135,-52.53724
RS,13/06/2025 - Dia de Santo Antônio,Dia de Santo Antônio,,2025-06-13,Jacutinga - RS,-27.729135,-52.53724
RS,01/06/2025 - Feriado Municipal,Feriado Municipal,,2025-06-01,Jacutinga - RS,-27.729135,-52.53724
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Jacutinga - RS,-27.729135,-52.53724
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Jacutinga - RS,-27.729135,-52.53724
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Jacutinga - RS,-27.729135,-52.53724
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Jacutinga - RS,-27.729135,-52.53724
RS,25/12/2025 - Natal,Natal,,2025-12-25,Jari - RS,-29.292234,-54.223711
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Jari - RS,-29.292234,-54.223711
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Jari - RS,-29.292234,-54.223711
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Jari - RS,-29.292234,-54.223711
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Jari - RS,-29.292234,-54.223711
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Jari - RS,-29.292234,-54.223711
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Jari - RS,-29.292234,-54.223711
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Jari - RS,-29.292234,-54.223711
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Jari - RS,-29.292234,-54.223711
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Jari - RS,-29.292234,-54.223711
RS,25/12/2025 - Natal,Natal,,2025-12-25,Jaquirana - RS,-28.8836757,-50.3580098
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Jaquirana - RS,-28.8836757,-50.3580098
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Jaquirana - RS,-28.8836757,-50.3580098
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Jaquirana - RS,-28.8836757,-50.3580098
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Jaquirana - RS,-28.8836757,-50.3580098
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Jaquirana - RS,-28.8836757,-50.3580098
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Jaquirana - RS,-28.8836757,-50.3580098
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Jaquirana - RS,-28.8836757,-50.3580098
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Jaquirana - RS,-28.8836757,-50.3580098
RS,20/01/2025 - Feriado Municipal,Feriado Municipal,,2025-01-20,Jaquirana - RS,-28.8836757,-50.3580098
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Jaquirana - RS,-28.8836757,-50.3580098
RS,25/12/2025 - Natal,Natal,,2025-12-25,Jaguari - RS,-29.496425,-54.6925236
RS,08/12/2025 - Feriado Municipal,Feriado Municipal,,2025-12-08,Jaguari - RS,-29.496425,-54.6925236
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Jaguari - RS,-29.496425,-54.6925236
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Jaguari - RS,-29.496425,-54.6925236
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Jaguari - RS,-29.496425,-54.6925236
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Jaguari - RS,-29.496425,-54.6925236
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Jaguari - RS,-29.496425,-54.6925236
RS,16/08/2025 - Feriado Municipal,Feriado Municipal,,2025-08-16,Jaguari - RS,-29.496425,-54.6925236
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Jaguari - RS,-29.496425,-54.6925236
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Jaguari - RS,-29.496425,-54.6925236
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Jaguari - RS,-29.496425,-54.6925236
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Jaguari - RS,-29.496425,-54.6925236
RS,25/12/2025 - Natal,Natal,,2025-12-25,Jacuizinho - RS,-29.0342213,-53.0534957
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Jacuizinho - RS,-29.0342213,-53.0534957
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Jacuizinho - RS,-29.0342213,-53.0534957
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Jacuizinho - RS,-29.0342213,-53.0534957
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Jacuizinho - RS,-29.0342213,-53.0534957
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Jacuizinho - RS,-29.0342213,-53.0534957
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Jacuizinho - RS,-29.0342213,-53.0534957
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Jacuizinho - RS,-29.0342213,-53.0534957
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Jacuizinho - RS,-29.0342213,-53.0534957
RS,01/01/2025 - Ano Novo,Ano Novo,,2025-01-01,Jacuizinho - RS,-29.0342213,-53.0534957
RS,25/12/2025 - Natal,Natal,,2025-12-25,Itapuca - RS,-28.7802782,-52.1727517
RS,15/11/2025 - Proclamação da República,Proclamação da República,,2025-11-15,Itapuca - RS,-28.7802782,-52.1727517
RS,02/11/2025 - Dia de Finados,Dia de Finados,,2025-11-02,Itapuca - RS,-28.7802782,-52.1727517
RS,12/10/2025 - Nossa Senhora Aparecida,Nossa Senhora Aparecida,,2025-10-12,Itapuca - RS,-28.7802782,-52.1727517
RS,20/09/2025 - Proc. República Rio Grandense,Proc. República Rio Grandense,,2025-09-20,Itapuca - RS,-28.7802782,-52.1727517
RS,07/09/2025 - Independência do Brasil,Independência do Brasil,,2025-09-07,Itapuca - RS,-28.7802782,-52.1727517
RS,01/05/2025 - Dia do Trabalho,Dia do Trabalho,,2025-05-01,Itapuca - RS,-28.7802782,-52.1727517
RS,21/04/2025 - Dia de Tiradentes,Dia de Tiradentes,,2025-04-21,Itapuca - RS,-28.7802782,-52.1727517
RS,18/04/2025 - Sexta-Feira Santa,Sexta-Feira Santa,,2025-04-18,Itapuca - RS,-28.7802782,-52.1727517
